ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
SauMu50ChORFSAV1743_s_at			2.928	2.276
SauMu50ChORFSAV1745_s_at			2.915	1.648
SauMu50ChORFSAV1746_s_at			5.432	3.737
SauMu50ChORFSAV1747_s_at			3.25	2.379
SauMu50ChORFSAV1749_s_at			4.212	2.37
SauMu50ChORFSAV1750_s_at			2.947	2.319
SauMu50ChORFSAV1752_s_at			2.869	2.54
SauMu50ChORFSAV1753_s_at			2.762	1.665
SauMu50ChORFSAV1754_s_at			3.304	1.897
SauMu50ChORFSAV1756_s_at			2.436	2.399
SauMu50ChORFSAV1758_s_at			3.412	2.226
SauMu50ChORFSAV1764_s_at			3.424	2.858
SauMu50ChORFSAV1767_s_at			2.854	1.855
SauMu50ChORFSAV1768_s_at			2.554	1.788
SauMu50ChORFSAV1770_s_at			3.37	2.188
SauMu50ChORFSAV1771_s_at			2.995	2.049
SauMu50ChORFSAV1775_s_at			2.128	1.859
SauMu50ChORFSAV1777_s_at			3.323	2.732
SauMu50ChORFSAV1782_s_at			3.301	2.074
SauMu50ChORFSAV1784_s_at			5.361	3.258
SauMu50ChORFSAV1792_s_at			2.987	2.209
SauMu50ChORFSAV1796_s_at			3.026	2.195
SauMu50ChORFSAV1797_s_at			4.203	3.019
SauMu50ChORFSAV1803_s_at			4.546	3.315
SauMu50ChORFSAV1804_at			4.647	2.762
SauMu50ChORFSAV1805_s_at			1.984	1.872
SauMu50ChORFSAV1809_s_at			3.129	1.853
SauMu50ChORFSAV1810_s_at			2.253	1.967
SauMu50ChORFSAV1811_s_at			2.966	2.122
SauMu50ChORFSAV1822_s_at			2.45	1.845
SauMu50ChORFSAV1823_s_at			1.842	1.953
SauMu50ChORFSAV1827_s_at			3.285	2.96
SauMu50ChORFSAV1829_s_at			3.858	2.434
SauMu50ChORFSAV1834_s_at			2.496	2.109
SauMu50ChORFSAV1836_s_at			2.767	1.78
SauMu50ChORFSAV1837_s_at			2.199	1.674
SauMu50ChORFSAV1841_s_at			3.131	1.952
SauMu50ChORFSAV1844_s_at			3.224	2.279
SauMu50ChORFSAV1847_s_at			4.87	3.095
SauMu50ChORFSAV1848_s_at			4.384	2.429
SauMu50ChORFSAV1850_s_at			4.589	3.479
SauMu50ChORFSAV1855_s_at			2.74	2.228
SauMu50ChORFSAV1856_s_at			3.621	2.625
SauMu50ChORFSAV1859_s_at			3.319	2.797
SauMu50ChORFSAV1862_s_at			2.233	2.374
SauMu50ChORFSAV1865_s_at			3.38	2.519
SauMu50ChORFSAV1868_s_at			3.462	1.963
SauMu50ChORFSAV1869_s_at			4.032	3.187
SauMu50ChORFSAV1872_s_at			3.31	2.402
SauMu50ChORFSAV1877_s_at			3.548	2.853
SauMu50ChORFSAV1884_s_at			2.667	2.468
SauMu50ChORFSAV1886_s_at			2.779	2.3
SauMu50ChORFSAV1888_s_at			4.306	3.37
SauMu50ChORFSAV1889_s_at			4.878	3.421
SauMu50ChORFSAV1891_s_at			2.985	2.285
SauMu50ChORFSAV1892_s_at			2.834	1.935
SauMu50ChORFSAV1893_s_at			2.835	1.928
SauMu50ChORFSAV1895_s_at			3.771	1.797
SauMu50ChORFSAV1899_s_at			2.928	3.184
SauMu50ChORFSAV1900_s_at			4.027	3.014
SauMu50ChORFSAV1901_s_at			3.714	1.931
SauMu50ChORFSAV1905_s_at			3.912	2.723
SauMu50ChORFSAV1909_s_at			3.146	2.506
SauMu50ChORFSAV1915_s_at			2.311	1.694
SauMu50ChORFSAV1917_s_at			2.935	2.296
SauMu50ChORFSAV1921_s_at			3.808	3.189
SauMu50ChORFSAV1928_s_at			2.919	1.792
SauMu50ChORFSAV1931_s_at			2.313	2.005
SauMu50ChORFSAV1933_s_at			3.358	1.81
SauMu50ChORFSAV1936_s_at			2.764	1.637
SauMu50ChORFSAV1938_s_at			3.623	2.82
SauMu50ChORFSAV1943_s_at			2.516	2.457
SauMu50ChORFSAV1944_s_at			3.546	2.022
SauMu50ChORFSAV1951_s_at			1.986	1.967
SauMu50ChORFSAV1952_s_at			4.384	3.265
SauMu50ChORFSAV1954_s_at			3.977	2.816
SauMu50ChORFSAV1955_at			2.8	2.085
SauMu50ChORFSAV1962_s_at			3.324	2.133
SauMu50ChORFSAV1967_s_at			2.547	2.483
SauMu50ChORFSAV1974_at			1.967	1.802
SauMu50ChORFSAV1975_at			3.252	2.645
SauMu50ChORFSAV1976_at			2.676	2.238
SauMu50ChORFSAV1977_at			1.752	1.887
SauMu50ChORFSAV1977_s_at			4.048	3.784
SauMu50ChORFSAV1978_x_at			3.204	1.769
SauMu50ChORFSAV1981_x_at			2.385	1.912
SauMu50ChORFSAV1986_s_at			2.032	2.102
SauMu50ChORFSAV1987_s_at			3.784	2.048
SauMu50ChORFSAV1990_x_at			2.347	2.399
SauMu50ChORFSAV1992_s_at			2.581	2.009
SauMu50ChORFSAV1999_at			2.8	2.85
SauMu50ChORFSAV2001_s_at			1.747	1.772
SauMu50ChORFSAV2002_s_at			2.624	1.795
SauMu50ChORFSAV2006_s_at			2.896	2.968
SauMu50ChORFSAV2008_s_at			2.026	2.19
SauMu50ChORFSAV2009_s_at			2.285	1.654
SauMu50ChORFSAV2013_x_at			3.951	1.752
SauMu50ChORFSAV2016_s_at			2.534	1.769
SauMu50ChORFSAV2023_s_at			2.393	2.272
SauMu50ChORFSAV2024_s_at			3.298	2.174
SauMu50ChORFSAV2026_s_at			3.837	2.597
SauMu50ChORFSAV2030_s_at			1.911	1.647
SauMu50ChORFSAV2038_s_at			3.651	2.57
SauMu50ChORFSAV2040_s_at			2.436	1.742
SauMu50ChORFSAV2042_s_at			3.032	1.962
SauMu50ChORFSAV2047_s_at			3.563	2.223
SauMu50ChORFSAV2049_s_at			2.713	2.279
SauMu50ChORFSAV2050_s_at			3.371	1.786
SauMu50ChORFSAV2051_s_at			3.405	1.737
SauMu50ChORFSAV2052_s_at			3.069	1.723
SauMu50ChORFSAV2063_s_at			3.669	2.659
SauMu50ChORFSAV2064_s_at			2.522	2.711
SauMu50ChORFSAV2065_s_at			2.419	2.557
SauMu50ChORFSAV2066_s_at			3.248	1.75
SauMu50ChORFSAV2070_s_at			3.232	3.132
SauMu50ChORFSAV2077_s_at			2.595	1.947
SauMu50ChORFSAV2083_s_at			4.001	3.729
SauMu50ChORFSAV2085_s_at			3.728	2.476
SauMu50ChORFSAV2088_s_at			2.579	2.306
SauMu50ChORFSAV2089_s_at			2.828	2.468
SauMu50ChORFSAV2092_s_at			2.963	2.093
SauMu50ChORFSAV2095_s_at			2.792	1.872
SauMu50ChORFSAV2101_s_at			2.293	1.958
SauMu50ChORFSAV2104_s_at			2.69	2.698
SauMu50ChORFSAV2106_s_at			3.159	2.212
SauMu50ChORFSAV2109_s_at			2.636	1.934
SauMu50ChORFSAV2110_s_at			2.968	2.059
SauMu50ChORFSAV2111_s_at			3.178	3.063
SauMu50ChORFSAV2112_s_at			4.465	2.262
SauMu50ChORFSAV2115_s_at			1.858	1.708
SauMu50ChORFSAV2116_s_at			2.88	1.764
SauMu50ChORFSAV2118_s_at			2.339	1.732
SauMu50ChORFSAV2119_s_at			2.34	2.302
SauMu50ChORFSAV2120_s_at			3.126	2.163
SauMu50ChORFSAV2121_s_at			2.424	2.016
SauMu50ChORFSAV2124_s_at			2.37	2.561
SauMu50ChORFSAV2130_s_at			1.692	1.714
SauMu50ChORFSAV2132_s_at			2.475	2.524
SauMu50ChORFSAV2133_s_at			2.398	1.711
SauMu50ChORFSAV2136_s_at			3.019	2.675
SauMu50ChORFSAV2139_s_at			3.071	2.732
SauMu50ChORFSAV2141_s_at			3.125	1.781
SauMu50ChORFSAV2142_s_at			2.56	2.188
SauMu50ChORFSAV2144_s_at			2.097	1.891
SauMu50ChORFSAV2154_s_at			2.528	2.389
SauMu50ChORFSAV2156_s_at			2.782	1.708
SauMu50ChORFSAV2157_s_at			2.871	1.907
SauMu50ChORFSAV2161_s_at			2.461	1.651
SauMu50ChORFSAV2163_s_at			3.257	2.285
SauMu50ChORFSAV2164_s_at			4.102	3.101
SauMu50ChORFSAV2166_s_at			4.037	2.27
SauMu50ChORFSAV2173_s_at			2.206	1.977
SauMu50ChORFSAV2176_s_at			3.491	1.707
SauMu50ChORFSAV2179_s_at			3.538	3.226
SauMu50ChORFSAV2183_s_at			4.262	2.987
SauMu50ChORFSAV2187_s_at			2.884	2.294
SauMu50ChORFSAV2189_s_at			3.222	2.682
SauMu50ChORFSAV2191_s_at			3.32	2.751
SauMu50ChORFSAV2198_s_at			2.468	1.996
SauMu50ChORFSAV2201_s_at			2.002	1.979
SauMu50ChORFSAV2204_s_at			3.047	1.998
SauMu50ChORFSAV2205_s_at			2.063	2.153
SauMu50ChORFSAV2208_s_at			2.742	1.798
SauMu50ChORFSAV2210_s_at			4.432	2.558
SauMu50ChORFSAV2211_s_at			3.346	1.898
SauMu50ChORFSAV2212_s_at			2.668	1.825
SauMu50ChORFSAV2215_s_at			4.433	3.209
SauMu50ChORFSAV2217_s_at			2.413	1.722
SauMu50ChORFSAV2220_s_at			2.109	1.659
SauMu50ChORFSAV2222_s_at			1.596	1.714
SauMu50ChORFSAV2223_s_at			3.587	2.765
SauMu50ChORFSAV2228_s_at			3.408	2.529
SauMu50ChORFSAV2229_s_at			2.58	2.275
SauMu50ChORFSAV2231_s_at			2.808	2.842
SauMu50ChORFSAV2235_s_at			3.39	1.828
SauMu50ChORFSAV2236_s_at			2.157	1.907
SauMu50ChORFSAV2239_s_at			3.521	1.655
SauMu50ChORFSAV2240_s_at			3.343	2.599
SauMu50ChORFSAV2244_s_at			4.499	2.585
SauMu50ChORFSAV2246_s_at			2.619	2.538
SauMu50ChORFSAV2247_s_at			3.666	2.366
SauMu50ChORFSAV2250_s_at			3.132	3.144
SauMu50ChORFSAV2251_s_at			2.41	1.79
SauMu50ChORFSAV2256_s_at			2.359	2.194
SauMu50ChORFSAV2257_x_at			4.097	1.965
SauMu50ChORFSAV2258_s_at			3.105	2.612
SauMu50ChORFSAV2261_s_at			1.837	1.996
SauMu50ChORFSAV2262_s_at			4.446	4.049
SauMu50ChORFSAV2268_s_at			3.844	1.924
SauMu50ChORFSAV2269_s_at			2.981	2.313
SauMu50ChORFSAV2277_s_at			2.455	2.31
SauMu50ChORFSAV2280_s_at			3.442	2.43
SauMu50ChORFSAV2283_s_at			1.96	1.709
SauMu50ChORFSAV2284_s_at			2.291	1.924
SauMu50ChORFSAV2285_s_at			2.404	1.631
SauMu50ChORFSAV2290_s_at			1.728	1.802
SauMu50ChORFSAV2293_s_at			3.579	2.708
SauMu50ChORFSAV2302_s_at			1.608	1.714
SauMu50ChORFSAV2303_s_at			3.219	2.313
SauMu50ChORFSAV2305_s_at			2.447	2.062
SauMu50ChORFSAV2306_s_at			2.762	2.215
SauMu50ChORFSAV2307_s_at			2.486	2.637
SauMu50ChORFSAV2309_s_at			2.514	1.759
SauMu50ChORFSAV2312_s_at			4.607	2.19
SauMu50ChORFSAV2319_s_at			3.999	2.347
SauMu50ChORFSAV2321_s_at			2.507	1.924
SauMu50ChORFSAV2325_s_at			4.052	3.5
SauMu50ChORFSAV2326_s_at			1.936	2.027
SauMu50ChORFSAV2327_s_at			4.401	2.56
SauMu50ChORFSAV2328_s_at			3.132	2.328
SauMu50ChORFSAV2329_s_at			2.744	1.744
SauMu50ChORFSAV2330_s_at			3.234	2.134
SauMu50ChORFSAV2331_s_at			2.996	1.886
SauMu50ChORFSAV2334_s_at			2.227	1.95
SauMu50ChORFSAV2335_s_at			3.547	2.118
SauMu50ChORFSAV2338_s_at			3.308	2.158
SauMu50ChORFSAV2341_s_at			2.605	2.004
SauMu50ChORFSAV2342_s_at			2.491	2.166
SauMu50ChORFSAV2343_s_at			4.579	3.134
SauMu50ChORFSAV2346_s_at			3.584	2.222
SauMu50ChORFSAV2350_s_at			3.82	2.055
SauMu50ChORFSAV2354_s_at			3.452	1.694
SauMu50ChORFSAV2356_s_at			1.652	1.721
SauMu50ChORFSAV2357_s_at			3.217	1.809
SauMu50ChORFSAV2358_s_at			4.305	3.688
SauMu50ChORFSAV2360_s_at			2.926	1.659
SauMu50ChORFSAV2362_s_at			2.586	2.394
SauMu50ChORFSAV2365_s_at			2.789	2.91
SauMu50ChORFSAV2369_s_at			2.446	2.386
SauMu50ChORFSAV2372_s_at			1.983	1.718
SauMu50ChORFSAV2377_s_at			3.045	1.754
SauMu50ChORFSAV2381_s_at			2.701	2.171
SauMu50ChORFSAV2385_s_at			3.689	2.685
SauMu50ChORFSAV2392_s_at			1.719	1.857
SauMu50ChORFSAV2393_s_at			4.024	2.752
SauMu50ChORFSAV2394_s_at			2.764	2.63
SauMu50ChORFSAV2395_s_at			2.439	1.77
SauMu50ChORFSAV2396_s_at			2.181	2.275
SauMu50ChORFSAV2397_s_at			2.557	1.717
SauMu50ChORFSAV2402_s_at			2.745	2.057
SauMu50ChORFSAV2403_s_at			3.006	2.366
SauMu50ChORFSAV2405_s_at			2.124	1.71
SauMu50ChORFSAV2406_s_at			2.187	2.185
SauMu50ChORFSAV2408_s_at			3.362	1.845
SauMu50ChORFSAV2409_s_at			2.473	2.394
SauMu50ChORFSAV2412_s_at			2.704	1.98
SauMu50ChORFSAV2413_s_at			2.958	2.365
SauMu50ChORFSAV2416_s_at			2.372	2.185
SauMu50ChORFSAV2417_s_at			3.973	2.333
SauMu50ChORFSAV2418_s_at			3.191	3.23
SauMu50ChORFSAV2424_s_at			2.835	2.23
SauMu50ChORFSAV2425_s_at			3.725	3.128
SauMu50ChORFSAV2427_s_at			3.755	1.934
SauMu50ChORFSAV2428_s_at			3.317	3.512
SauMu50ChORFSAV2432_s_at			3.416	2.169
SauMu50ChORFSAV2433_s_at			3.516	1.913
SauMu50ChORFSAV2434_s_at			4.344	2.88
SauMu50ChORFSAV2436_s_at			3.324	1.95
SauMu50ChORFSAV2438_s_at			1.599	1.769
SauMu50ChORFSAV2439_s_at			2.038	1.794
SauMu50ChORFSAV2444_s_at			2.405	1.804
SauMu50ChORFSAV2446_s_at			3.946	2.523
SauMu50ChORFSAV2447_s_at			3.671	2.261
SauMu50ChORFSAV2453_s_at			2.942	2.636
SauMu50ChORFSAV2456_s_at			3.265	2.996
SauMu50ChORFSAV2457_s_at			3.631	2.399
SauMu50ChORFSAV2459_s_at			2.227	2.225
SauMu50ChORFSAV2463_s_at			4.532	3.291
SauMu50ChORFSAV2469_s_at			3.497	3.096
SauMu50ChORFSAV2470_s_at			2.66	1.646
SauMu50ChORFSAV2474_s_at			2.778	2.355
SauMu50ChORFSAV2475_x_at			3.607	2.29
SauMu50ChORFSAV2476_x_at			3.425	2.092
SauMu50ChORFSAV2487_s_at			2.161	2.398
SauMu50ChORFSAV2489_s_at			2.374	1.965
SauMu50ChORFSAV2492_s_at			2.849	2.913
SauMu50ChORFSAV2496_s_at			2.514	2.677
SauMu50ChORFSAV2497_s_at			2.518	1.717
SauMu50ChORFSAV2501_s_at			3.107	1.839
SauMu50ChORFSAV2503_s_at			1.825	1.714
SauMu50ChORFSAV2504_s_at			2.742	2.462
SauMu50ChORFSAV2505_s_at			3.481	3.146
SauMu50ChORFSAV2507_s_at			3.901	3.191
SauMu50ChORFSAV2510_s_at			2.543	2.393
SauMu50ChORFSAV2511_s_at			2.513	2.438
SauMu50ChORFSAV2515_s_at			3.412	2.71
SauMu50ChORFSAV2516_s_at			2.931	1.687
SauMu50ChORFSAV2517_s_at			3.482	1.841
SauMu50ChORFSAV2523_s_at			3.058	1.802
SauMu50ChORFSAV2524_s_at			4.642	3.096
SauMu50ChORFSAV2528_s_at			3.053	2.143
SauMu50ChORFSAV2529_s_at			3.362	2.01
SauMu50ChORFSAV2530_s_at			2.68	2.789
SauMu50ChORFSAV2532_s_at			1.992	1.645
SauMu50ChORFSAV2541_s_at			2.963	2.61
SauMu50ChORFSAV2542_s_at			3.508	2.722
SauMu50ChORFSAV2543_s_at			1.959	1.82
SauMu50ChORFSAV2544_s_at			3.552	1.712
SauMu50ChORFSAV2546_s_at			2.794	2.086
SauMu50ChORFSAV2548_s_at			2.276	2.343
SauMu50ChORFSAV2551_s_at			3.974	3.724
SauMu50ChORFSAV2554_s_at			3.033	2.084
SauMu50ChORFSAV2559_s_at			2.66	1.934
SauMu50ChORFSAV2560_s_at			3.588	2.255
SauMu50ChORFSAV2562_s_at			2.132	2.033
SauMu50ChORFSAV2563_s_at			2.468	2.542
SauMu50ChORFSAV2564_s_at			2.303	2.521
SauMu50ChORFSAV2571_s_at			2.876	1.64
SauMu50ChORFSAV2575_s_at			1.789	1.643
SauMu50ChORFSAV2578_s_at			3.871	3.663
SauMu50ChORFSAV2584_s_at			2.444	2.672
SauMu50ChORFSAV2589_s_at			2.49	1.637
SauMu50ChORFSAV2591_s_at			2.862	1.809
SauMu50ChORFSAV2595_s_at			4.499	3.643
SauMu50ChORFSAV2597_s_at			2.375	2.544
SauMu50ChORFSAV2599_s_at			2.346	2.138
SauMu50ChORFSAV2600_s_at			2.801	1.64
SauMu50ChORFSAV2609_s_at			3.146	2.414
SauMu50ChORFSAV2613_s_at			2.342	2.458
SauMu50ChORFSAV2615_s_at			4.555	2.755
SauMu50ChORFSAV2616_s_at			2.106	1.638
SauMu50ChORFSAV2617_s_at			2.741	1.816
SauMu50ChORFSAV2620_s_at			3.037	2.442
SauMu50ChORFSAV2623_s_at			3.013	1.649
SauMu50ChORFSAV2624_s_at			3.24	1.93
SauMu50ChORFSAV2626_s_at			2.467	1.642
SauMu50ChORFSAV2627_s_at			2.204	2.099
SauMu50ChORFSAV2628_s_at			2.591	2.084
SauMu50ChORFSAV2630_s_at			3.558	2.208
SauMu50ChORFSAV2631_s_at			4.657	3.717
SauMu50ChORFSAV2632_s_at			2.095	1.945
SauMu50ChORFSAV2633_s_at			3.511	2.844
SauMu50ChORFSAV2634_s_at			3.57	1.932
SauMu50ChORFSAV2636_s_at			3.65	2.766
SauMu50ChORFSAV2638_s_at			1.901	1.971
SauMu50ChORFSAV2641_s_at			2.643	2.818
SauMu50ChORFSAV2643_s_at			2.29	2.38
SauMu50ChORFSAV2648_s_at			3.121	2.418
SauMu50ChORFSAV2649_s_at			2.25	1.888
SauMu50ChORFSAV2650_s_at			3.516	1.851
SauMu50ChORFSAV2651_s_at			1.818	1.758
SauMu50ChORFSAV2653_s_at			3.656	2.615
SauMu50ChORFSAV2660_s_at			3.276	3.121
SauMu50ChORFSAV2666_s_at			2.729	2.422
SauMu50ChORFSAV2674_s_at			3.045	2.14
SauMu50ChORFSAV2680_s_at			3.162	2.724
SauMu50ChORFSAV2681_s_at			3.208	2.753
SauMu50ChORFSAV2683_s_at			3.604	2.689
SauMu50ChORFSAV2684_s_at			1.6	1.669
SauMu50ChORFSAV2686_s_at			2.294	2.369
SauMu50ChORFSAV2693_s_at			2.751	2.755
SauMu50ChORFSAV2699_s_at			3.602	2.096
SauMu50ChORFSAV2706_s_at			1.736	1.683
SauMu50ChORFSAV2707_s_at			2.733	2.925
SauMu50ChORFSAV2708_x_at			1.944	1.865
SauMu50ChORFSAV2709_s_at			3.055	2.694
SauMu50ChORFSAV2711_s_at			2.152	2.352
SauMu50ChORFSAV2712_s_at			3.731	2.974
SauN315_pN315ORF005_s_at			2.74	2.072
SauN315_pN315ORF006_s_at			4.724	3.401
SauN315_pN315ORF012_s_at			3.623	3.356
SauN315_pN315ORF018_at			2.806	2.182
SauN315_pN315ORF020_s_at	SAP020	bacteriocin immunity protein	4.312	2.079
SauN315_pN315ORF029_x_at	SAP029	hypothetical protein	3.503	2.156
SauN315_pN315ORF030_at	SAP030	hypothetical protein	2.731	1.692
SauN315ChORF1764_at			4.631	2.957
SauN315ChORF1782_x_at			1.672	1.729
SauN315ChORF1785_x_at			2.316	2.597
SauN315ChORF1795_at			2.913	2.026
SauN315ChORF1800_at			3.008	2.005
SauN315ChORF1802_s_at			2.82	2.546
SauN315ChORF1804_s_at			2.926	1.857
SauN315ChORF1806_s_at			3.725	2.769
SauN315ChORF1808_at			3.554	1.635
SauN315ChORF1809_at			2.045	1.678
SauN315ChORF2470_s_at			2.838	2.525
SauN315ChORFS060_at			2.828	1.823
SauRF122_1014-36_at			2.945	1.824
SauRF122_1022-18_at			2.035	2.229
SauRF122_1028-44_at			3.09	2.044
SauRF122_1028-51_at			2.568	1.786
SauRF122_1028-53_at			2.231	2.078
SauRF122_1028-64_at			3.236	2.341
SauRF122_1030-10b_at			2.714	2.283
SauRF122_1030-12_at			2.963	2.108
SauRF122_1030-16b_at			2.704	2.374
SauRF122_1030-26b_at			4.6	3.038
SauRF122_1030-28b_x_at			2.873	2.24
SauRF122_1030-28c_at			4.142	3.195
SauRF122_1030-29b_x_at			3.312	1.816
SauRF122_1030-7b_at			3.896	2.014
SauRF122_931-3_at			4.431	2.776
SauRF122_989-2b_at			3.326	2.623
SauRF122_989-3a_s_at			4.431	2.429
SauRF122_989-4_at			2.77	2.316
SauTSS331-8B_s_at			2.891	1.725
SauTSS336-11_at			2.402	1.941
SauTSS336-4_at			2.046	1.776
SauTSS336-5_at			2.9	2.279
SauTSS336-6_at			3.029	2.096
SauTSS336-8_at			2.781	1.964
SauTSS336-9A_at			3.718	2.466
SauTSS336-9B_at			3.275	2.731
SauTSS339-60_at			3.616	2.265
SpM12_ChORF205-1_at			2.675	2.136
SpM12_ChORF205-1_s_at			4.636	3.474
SpM12_ChORF205-3_s_at			2.67	2.486
SpM12_ChORF210-4_at			2.51	2.06
SpM12_ChORF212-2_s_at			3.286	1.843
SpM12_ChORF212-3_at			2.907	1.808
SpM12_ChORF217-1_at			2.687	2.654
SpM12_ChORF221-2_s_at			2.023	2.237
SpM12_ChORF221-3_s_at			3.937	2.263
SpM12_ChORF224-2_at			3.256	2.744
SpM12_ChORF227-1_at			3.37	2.967
SpM12_ChORF228-9_at			3.364	2.238
SpM12_ChORF229-11_at			2.946	3.205
SpM12_ChORF236-4_s_at			2.872	1.993
SpM12_ChORF240-7_at			2.417	2.195
SpM12_ChORF244-2_s_at			-1.689	1.65
SpM12_ChORF244-4_s_at			1.96	2.18
SpM12_ChORF247-14_s_at			2.491	1.696
SpM12_ChORF248-5_at			3.835	1.838
SpM12_ChORF248-6_s_at			2.583	2.138
SpM12_ChORF248-9_s_at			2.65	2.507
SpM12_ChORF249-1_at			3.562	2.009
SpM12_ChORF249-5_s_at			4.09	2.222
SpM12_ChORF249-8_at			3.084	1.797
SpM12_ChORF251-1_at			4.687	3.532
SpM12_ChORF251-8_at			3.338	2.028
SpM12_ChORF256-17_at			2.322	2.05
SpM12_ChORF262-3_s_at			3.128	3.415
SpM12_ChORF262-5_s_at			3.799	2.411
SpM12_ChORF262-9_s_at			3.844	2.794
SpM12_ChORF265-3_at			4.835	4.065
SpM12_ChORF265-6_s_at			2.61	2.223
SpM12_ChORF265-9_at			3.641	1.966
SpM12_ChORF267-18_at			2.718	2.587
SpM12_ChORF273-5_at			1.981	1.726
SpM12_ChORF274-19_s_at			2.494	2.52
SpM12_ChORF275-17_at			2.068	2.041
SpM12_ChORF275-18_at			1.721	1.847
SpM12_ChORF276-12_at			3.74	1.943
SpM12_ChORF277-20_s_at			2.497	2.194
SpM12_ChORF278-21_at			2.834	2.562
SpM12_ChORF280-25_s_at			4.221	2.522
SpM12_ChORF281-7_s_at			2.885	2.034
SpM12_ChORF284-43_s_at			3.127	2.726
SpM12_ChORF284-6_s_at			5.154	3.641
SpM12_ChORF284-7_s_at			3.923	2.042
SpM12_ChORF285-3_s_at			2.723	2.245
SpM12_ChORF287-10_at			2.609	1.91
SpM12_ChORF287-15_s_at			2.616	2.248
SpM12_ChORF287-17_at			3.287	2.625
SpM12_ChORF287-29_s_at			2.836	2.618
SpM12_ChORF287-40_at			2.193	2.256
SpM12_ChORF287-7_at			2.963	2.57
SpM12_ChORF287-8_at			2.949	2.059
SpM12_ChORF287-9_x_at			2.334	1.655
SpM12_ChORF288-15_at			3.979	2.618
SpM12_ChORF288-43_s_at			2.923	1.794
SpM12_ChORF289-26_at			2.452	2.016
SpM12_ChORF289-43_s_at			4.671	3.31
SpM12_ChORF291-52_s_at			2.567	2.855
SpM12_ChORF291-7_s_at			2.569	1.667
SpM12_ChORF292-25_s_at			4.27	2.482
SpM12_ChORF292-49_at			4.106	2.951
SpM12_ChORF294-3_x_at			2.351	2.251
SpM12_ChORF295-17_s_at			2.861	1.999
SpM12_ChORF295-23_s_at			3.394	2.91
SpM12_ChORF295-24_s_at			4.063	2.913
SpM12_ChORF297-38_at			4.084	3.656
SpM12_ChORF298-11_at			2.376	2.474
SpM12_ChORF298-25_s_at			2.86	2.26
SpM12_ChORF298-41_at			2.655	1.811
SpM12_ChORF299-10_at			3.472	2.272
SpM12_ChORF299-12_at			2.393	2.323
SpM12_ChORF299-1_at			3.385	2.265
SpM12_ChORF299-2_x_at			3.416	2.617
SpM12_ChORF299-38_at			2.041	2.08
SpM12_ChORF299-3_s_at			3.968	3.505
SpM12_ChORF299-42_at			2.465	2.177
SpM12_ChORF299-43_at			2.781	2.878
SpM12_ChORF299-47_s_at			3.323	2.544
SpM12_ChORF299-48_at			2.593	2.553
SpM12_ChORF299-49_at			3.574	2.637
SpM12_ChORF299-4_at			2.863	2.578
SpM12_ChORF299-51_s_at			3.373	3.331
SpM12_ChORF299-52_s_at			3.171	2.287
SpM12_ChORF299-53_s_at			1.857	1.761
SpM12_ChORF299-54_s_at			4.043	2.226
SpM12_ChORF299-55_s_at			3.282	3.304
SpM12_ChORF299-58_s_at			2.275	2.047
SpM12_ChORF299-59_s_at			2.102	2.331
SpM12_ChORF299-60_at			2.966	2.659
SpM12_ChORF299-61_s_at			2.149	1.664
SpM12_ChORF299-62_at			2.799	2.431
SpM12_ChORF299-63_at			3.618	2.285
SpM12_ChORF299-64_at			4.106	1.986
SpM12_ChORF299-66_at			1.931	1.763
SpM12_ChORF300-12_at			2.935	1.754
SpM12_ChORF300-49_at			2.971	1.732
SpM12_ChORF300-54_at			2.919	2.058
SpM12_ChORF300-9_at			3.805	3.249
SpM12_ChORF301-33_at			3.646	2.492
SpM12_ChORF301-71_s_at			2.935	2.626
SpM18_ChORF0030_s_at			2.821	1.896
SpM18_ChORF0035_s_at			1.954	2.191
SpM18_ChORF0036_s_at			2.558	2.206
SpM18_ChORF0118_s_at			5.721	4.918
SpM18_ChORF0125_s_at			2.257	1.977
SpM18_ChORF0129_s_at			4.343	3.076
SpM18_ChORF0130_s_at			2.898	2.924
SpM18_ChORF0166_s_at			2.046	2.035
SpM18_ChORF0168_at			2.146	1.661
SpM18_ChORF0171_at			1.859	2.019
SpM18_ChORF0253_s_at			2.934	1.877
SpM18_ChORF0262_at			3.239	2.379
SpM18_ChORF0279_s_at			2.541	2.551
SpM18_ChORF0281_s_at			1.803	1.644
SpM18_ChORF0302_s_at			2.078	2.013
SpM18_ChORF0336_s_at			2.054	1.643
SpM18_ChORF0339_s_at			3.15	1.886
SpM18_ChORF0342_s_at			2.181	2.249
SpM18_ChORF0343_s_at			3.483	2.073
SpM18_ChORF0348_s_at			2.895	3.103
SpM18_ChORF0351_s_at			2.149	2.228
SpM18_ChORF0353_at			2.699	2.803
SpM18_ChORF0355_at			3.415	2.818
SpM18_ChORF0356_s_at			2.586	2.326
SpM18_ChORF0357_s_at			2.444	2.259
SpM18_ChORF0358_at			4.94	3.11
SpM18_ChORF0361_s_at			3.98	2.85
SpM18_ChORF0365_s_at			1.698	1.679
SpM18_ChORF0367_s_at			3.485	2.718
SpM18_ChORF0368_s_at			2.478	2.1
SpM18_ChORF0376_s_at			2.471	2.523
SpM18_ChORF0380_s_at			2.612	1.97
SpM18_ChORF0384_s_at			3.333	2.055
SpM18_ChORF0385_x_at			2.972	2.093
